ASSERTION	AAEBAAIFAAAAAAAAAAAA
RUN	scala.simulations.ObtenerZorros	obtenerzorros	1683907228716	 	3.3.1
USER	Usuario Estandar	246	START	1683907230695	1683907230695
USER	Usuario Estandar	247	START	1683907230695	1683907230695
USER	Usuario Estandar	220	START	1683907230689	1683907230689
USER	Usuario Estandar	248	START	1683907230695	1683907230695
USER	Usuario Estandar	249	START	1683907230696	1683907230696
USER	Usuario Estandar	250	START	1683907230696	1683907230696
USER	Usuario Estandar	251	START	1683907230696	1683907230696
USER	Usuario Estandar	252	START	1683907230696	1683907230696
USER	Usuario Estandar	235	START	1683907230691	1683907230691
USER	Usuario Estandar	244	START	1683907230694	1683907230694
USER	Usuario Estandar	253	START	1683907230697	1683907230697
USER	Usuario Estandar	254	START	1683907230697	1683907230697
USER	Usuario Estandar	256	START	1683907230697	1683907230697
USER	Usuario Estandar	258	START	1683907230697	1683907230697
USER	Usuario Estandar	255	START	1683907230697	1683907230697
USER	Usuario Estandar	257	START	1683907230697	1683907230697
USER	Usuario Estandar	259	START	1683907230697	1683907230697
USER	Usuario Estandar	261	START	1683907230697	1683907230697
USER	Usuario Estandar	260	START	1683907230697	1683907230697
USER	Usuario Estandar	262	START	1683907230697	1683907230697
USER	Usuario Estandar	263	START	1683907230698	1683907230698
USER	Usuario Estandar	266	START	1683907230698	1683907230698
USER	Usuario Estandar	265	START	1683907230698	1683907230698
USER	Usuario Estandar	264	START	1683907230698	1683907230698
USER	Usuario Estandar	267	START	1683907230698	1683907230698
USER	Usuario Estandar	268	START	1683907230698	1683907230698
USER	Usuario Estandar	270	START	1683907230698	1683907230698
USER	Usuario Estandar	269	START	1683907230698	1683907230698
USER	Usuario Estandar	271	START	1683907230698	1683907230698
USER	Usuario Estandar	272	START	1683907230698	1683907230698
USER	Usuario Estandar	273	START	1683907230698	1683907230698
USER	Usuario Estandar	274	START	1683907230698	1683907230698
USER	Usuario Estandar	276	START	1683907230699	1683907230699
USER	Usuario Estandar	275	START	1683907230699	1683907230699
USER	Usuario Estandar	277	START	1683907230699	1683907230699
USER	Usuario Estandar	278	START	1683907230699	1683907230699
USER	Usuario Estandar	280	START	1683907230699	1683907230699
USER	Usuario Estandar	279	START	1683907230699	1683907230699
USER	Usuario Estandar	282	START	1683907230699	1683907230699
USER	Usuario Estandar	281	START	1683907230699	1683907230699
USER	Usuario Estandar	284	START	1683907230699	1683907230699
USER	Usuario Estandar	283	START	1683907230699	1683907230699
USER	Usuario Estandar	286	START	1683907230699	1683907230699
USER	Usuario Estandar	287	START	1683907230699	1683907230699
USER	Usuario Estandar	288	START	1683907230699	1683907230699
USER	Usuario Estandar	15	START	1683907230574	1683907230574
USER	Usuario Estandar	285	START	1683907230699	1683907230699
USER	Usuario Estandar	290	START	1683907230700	1683907230700
USER	Usuario Estandar	291	START	1683907230700	1683907230700
USER	Usuario Estandar	292	START	1683907230700	1683907230700
USER	Usuario Estandar	293	START	1683907230700	1683907230700
USER	Usuario Estandar	295	START	1683907230700	1683907230700
USER	Usuario Estandar	294	START	1683907230700	1683907230700
USER	Usuario Estandar	296	START	1683907230700	1683907230700
USER	Usuario Estandar	297	START	1683907230701	1683907230701
USER	Usuario Estandar	298	START	1683907230701	1683907230701
USER	Usuario Estandar	300	START	1683907230701	1683907230701
USER	Usuario Estandar	299	START	1683907230701	1683907230701
USER	Usuario Estandar	301	START	1683907230701	1683907230701
USER	Usuario Estandar	302	START	1683907230701	1683907230701
USER	Usuario Estandar	304	START	1683907230701	1683907230701
USER	Usuario Estandar	303	START	1683907230701	1683907230701
USER	Usuario Estandar	305	START	1683907230701	1683907230701
USER	Usuario Estandar	309	START	1683907230701	1683907230701
USER	Usuario Estandar	308	START	1683907230701	1683907230701
USER	Usuario Estandar	307	START	1683907230701	1683907230701
USER	Usuario Estandar	306	START	1683907230701	1683907230701
USER	Usuario Estandar	313	START	1683907230702	1683907230702
USER	Usuario Estandar	310	START	1683907230702	1683907230702
USER	Usuario Estandar	311	START	1683907230702	1683907230702
USER	Usuario Estandar	312	START	1683907230702	1683907230702
USER	Usuario Estandar	315	START	1683907230702	1683907230702
USER	Usuario Estandar	314	START	1683907230702	1683907230702
USER	Usuario Estandar	316	START	1683907230702	1683907230702
USER	Usuario Estandar	317	START	1683907230702	1683907230702
USER	Usuario Estandar	318	START	1683907230702	1683907230702
USER	Usuario Estandar	319	START	1683907230702	1683907230702
USER	Usuario Estandar	320	START	1683907230702	1683907230702
USER	Usuario Estandar	321	START	1683907230702	1683907230702
USER	Usuario Estandar	323	START	1683907230703	1683907230703
USER	Usuario Estandar	322	START	1683907230703	1683907230703
USER	Usuario Estandar	324	START	1683907230703	1683907230703
USER	Usuario Estandar	325	START	1683907230703	1683907230703
USER	Usuario Estandar	326	START	1683907230703	1683907230703
USER	Usuario Estandar	328	START	1683907230703	1683907230703
USER	Usuario Estandar	327	START	1683907230703	1683907230703
USER	Usuario Estandar	331	START	1683907230703	1683907230703
USER	Usuario Estandar	332	START	1683907230703	1683907230703
USER	Usuario Estandar	333	START	1683907230704	1683907230704
USER	Usuario Estandar	334	START	1683907230704	1683907230704
USER	Usuario Estandar	335	START	1683907230704	1683907230704
USER	Usuario Estandar	336	START	1683907230704	1683907230704
USER	Usuario Estandar	337	START	1683907230704	1683907230704
USER	Usuario Estandar	289	START	1683907230700	1683907230700
USER	Usuario Estandar	340	START	1683907230704	1683907230704
USER	Usuario Estandar	329	START	1683907230703	1683907230703
USER	Usuario Estandar	342	START	1683907230705	1683907230705
USER	Usuario Estandar	343	START	1683907230705	1683907230705
USER	Usuario Estandar	21	START	1683907230584	1683907230584
USER	Usuario Estandar	345	START	1683907230706	1683907230706
USER	Usuario Estandar	346	START	1683907230708	1683907230708
USER	Usuario Estandar	344	START	1683907230705	1683907230705
USER	Usuario Estandar	347	START	1683907230708	1683907230708
USER	Usuario Estandar	348	START	1683907230708	1683907230708
USER	Usuario Estandar	349	START	1683907230708	1683907230708
USER	Usuario Estandar	341	START	1683907230705	1683907230705
USER	Usuario Estandar	350	START	1683907230709	1683907230709
USER	Usuario Estandar	351	START	1683907230709	1683907230709
USER	Usuario Estandar	353	START	1683907230709	1683907230709
USER	Usuario Estandar	352	START	1683907230709	1683907230709
USER	Usuario Estandar	355	START	1683907230709	1683907230709
USER	Usuario Estandar	357	START	1683907230709	1683907230709
USER	Usuario Estandar	358	START	1683907230710	1683907230710
USER	Usuario Estandar	359	START	1683907230710	1683907230710
USER	Usuario Estandar	360	START	1683907230710	1683907230710
USER	Usuario Estandar	361	START	1683907230711	1683907230711
USER	Usuario Estandar	356	START	1683907230709	1683907230709
USER	Usuario Estandar	363	START	1683907230711	1683907230711
USER	Usuario Estandar	354	START	1683907230709	1683907230709
USER	Usuario Estandar	362	START	1683907230711	1683907230711
USER	Usuario Estandar	365	START	1683907230711	1683907230711
USER	Usuario Estandar	366	START	1683907230711	1683907230711
USER	Usuario Estandar	364	START	1683907230711	1683907230711
USER	Usuario Estandar	367	START	1683907230712	1683907230712
USER	Usuario Estandar	368	START	1683907230712	1683907230712
USER	Usuario Estandar	369	START	1683907230712	1683907230712
USER	Usuario Estandar	371	START	1683907230712	1683907230712
USER	Usuario Estandar	370	START	1683907230712	1683907230712
USER	Usuario Estandar	372	START	1683907230712	1683907230712
USER	Usuario Estandar	330	START	1683907230703	1683907230703
USER	Usuario Estandar	374	START	1683907230712	1683907230712
USER	Usuario Estandar	375	START	1683907230712	1683907230712
USER	Usuario Estandar	338	START	1683907230704	1683907230704
USER	Usuario Estandar	378	START	1683907230713	1683907230713
USER	Usuario Estandar	377	START	1683907230713	1683907230713
USER	Usuario Estandar	339	START	1683907230704	1683907230704
USER	Usuario Estandar	380	START	1683907230713	1683907230713
USER	Usuario Estandar	379	START	1683907230713	1683907230713
USER	Usuario Estandar	383	START	1683907230713	1683907230713
USER	Usuario Estandar	382	START	1683907230713	1683907230713
USER	Usuario Estandar	381	START	1683907230713	1683907230713
USER	Usuario Estandar	385	START	1683907230714	1683907230714
USER	Usuario Estandar	376	START	1683907230713	1683907230713
USER	Usuario Estandar	387	START	1683907230714	1683907230714
USER	Usuario Estandar	386	START	1683907230714	1683907230714
USER	Usuario Estandar	388	START	1683907230714	1683907230714
USER	Usuario Estandar	390	START	1683907230714	1683907230714
USER	Usuario Estandar	392	START	1683907230714	1683907230714
USER	Usuario Estandar	391	START	1683907230714	1683907230714
USER	Usuario Estandar	393	START	1683907230714	1683907230714
USER	Usuario Estandar	389	START	1683907230714	1683907230714
USER	Usuario Estandar	394	START	1683907230714	1683907230714
USER	Usuario Estandar	396	START	1683907230714	1683907230714
USER	Usuario Estandar	384	START	1683907230713	1683907230713
USER	Usuario Estandar	397	START	1683907230714	1683907230714
USER	Usuario Estandar	395	START	1683907230714	1683907230714
USER	Usuario Estandar	399	START	1683907230715	1683907230715
USER	Usuario Estandar	398	START	1683907230715	1683907230715
USER	Usuario Estandar	400	START	1683907230715	1683907230715
USER	Usuario Estandar	401	START	1683907230715	1683907230715
USER	Usuario Estandar	403	START	1683907230715	1683907230715
USER	Usuario Estandar	404	START	1683907230715	1683907230715
USER	Usuario Estandar	402	START	1683907230715	1683907230715
USER	Usuario Estandar	406	START	1683907230715	1683907230715
USER	Usuario Estandar	405	START	1683907230715	1683907230715
USER	Usuario Estandar	407	START	1683907230715	1683907230715
USER	Usuario Estandar	409	START	1683907230715	1683907230715
USER	Usuario Estandar	408	START	1683907230715	1683907230715
USER	Usuario Estandar	410	START	1683907230715	1683907230715
USER	Usuario Estandar	411	START	1683907230715	1683907230715
USER	Usuario Estandar	413	START	1683907230715	1683907230715
USER	Usuario Estandar	412	START	1683907230715	1683907230715
USER	Usuario Estandar	414	START	1683907230715	1683907230715
USER	Usuario Estandar	415	START	1683907230715	1683907230715
USER	Usuario Estandar	416	START	1683907230716	1683907230716
USER	Usuario Estandar	417	START	1683907230716	1683907230716
USER	Usuario Estandar	418	START	1683907230716	1683907230716
USER	Usuario Estandar	419	START	1683907230716	1683907230716
USER	Usuario Estandar	422	START	1683907230716	1683907230716
USER	Usuario Estandar	420	START	1683907230716	1683907230716
USER	Usuario Estandar	421	START	1683907230716	1683907230716
USER	Usuario Estandar	423	START	1683907230716	1683907230716
USER	Usuario Estandar	425	START	1683907230716	1683907230716
USER	Usuario Estandar	428	START	1683907230716	1683907230716
USER	Usuario Estandar	426	START	1683907230716	1683907230716
USER	Usuario Estandar	427	START	1683907230716	1683907230716
USER	Usuario Estandar	429	START	1683907230716	1683907230716
USER	Usuario Estandar	424	START	1683907230716	1683907230716
USER	Usuario Estandar	430	START	1683907230716	1683907230716
USER	Usuario Estandar	431	START	1683907230716	1683907230716
USER	Usuario Estandar	432	START	1683907230716	1683907230716
USER	Usuario Estandar	433	START	1683907230716	1683907230716
USER	Usuario Estandar	434	START	1683907230716	1683907230716
USER	Usuario Estandar	435	START	1683907230717	1683907230717
USER	Usuario Estandar	436	START	1683907230717	1683907230717
USER	Usuario Estandar	438	START	1683907230717	1683907230717
USER	Usuario Estandar	439	START	1683907230717	1683907230717
USER	Usuario Estandar	440	START	1683907230717	1683907230717
USER	Usuario Estandar	373	START	1683907230712	1683907230712
USER	Usuario Estandar	443	START	1683907230717	1683907230717
USER	Usuario Estandar	442	START	1683907230717	1683907230717
USER	Usuario Estandar	444	START	1683907230717	1683907230717
USER	Usuario Estandar	445	START	1683907230717	1683907230717
USER	Usuario Estandar	446	START	1683907230717	1683907230717
USER	Usuario Estandar	447	START	1683907230717	1683907230717
USER	Usuario Estandar	448	START	1683907230717	1683907230717
USER	Usuario Estandar	451	START	1683907230717	1683907230717
USER	Usuario Estandar	450	START	1683907230717	1683907230717
USER	Usuario Estandar	449	START	1683907230717	1683907230717
USER	Usuario Estandar	452	START	1683907230718	1683907230718
USER	Usuario Estandar	453	START	1683907230718	1683907230718
USER	Usuario Estandar	454	START	1683907230718	1683907230718
USER	Usuario Estandar	455	START	1683907230718	1683907230718
USER	Usuario Estandar	457	START	1683907230718	1683907230718
USER	Usuario Estandar	456	START	1683907230718	1683907230718
USER	Usuario Estandar	458	START	1683907230718	1683907230718
USER	Usuario Estandar	459	START	1683907230718	1683907230718
USER	Usuario Estandar	460	START	1683907230718	1683907230718
USER	Usuario Estandar	462	START	1683907230718	1683907230718
USER	Usuario Estandar	461	START	1683907230718	1683907230718
USER	Usuario Estandar	463	START	1683907230718	1683907230718
USER	Usuario Estandar	464	START	1683907230719	1683907230719
USER	Usuario Estandar	465	START	1683907230719	1683907230719
USER	Usuario Estandar	466	START	1683907230719	1683907230719
USER	Usuario Estandar	467	START	1683907230719	1683907230719
USER	Usuario Estandar	469	START	1683907230719	1683907230719
USER	Usuario Estandar	468	START	1683907230719	1683907230719
USER	Usuario Estandar	470	START	1683907230719	1683907230719
USER	Usuario Estandar	472	START	1683907230719	1683907230719
USER	Usuario Estandar	473	START	1683907230719	1683907230719
USER	Usuario Estandar	471	START	1683907230719	1683907230719
USER	Usuario Estandar	474	START	1683907230719	1683907230719
USER	Usuario Estandar	475	START	1683907230719	1683907230719
USER	Usuario Estandar	476	START	1683907230719	1683907230719
USER	Usuario Estandar	478	START	1683907230719	1683907230719
USER	Usuario Estandar	477	START	1683907230719	1683907230719
USER	Usuario Estandar	479	START	1683907230720	1683907230720
USER	Usuario Estandar	480	START	1683907230720	1683907230720
USER	Usuario Estandar	481	START	1683907230720	1683907230720
USER	Usuario Estandar	482	START	1683907230720	1683907230720
USER	Usuario Estandar	484	START	1683907230720	1683907230720
USER	Usuario Estandar	483	START	1683907230720	1683907230720
USER	Usuario Estandar	485	START	1683907230720	1683907230720
USER	Usuario Estandar	486	START	1683907230720	1683907230720
USER	Usuario Estandar	488	START	1683907230720	1683907230720
USER	Usuario Estandar	487	START	1683907230720	1683907230720
USER	Usuario Estandar	489	START	1683907230720	1683907230720
USER	Usuario Estandar	490	START	1683907230720	1683907230720
USER	Usuario Estandar	491	START	1683907230720	1683907230720
USER	Usuario Estandar	492	START	1683907230720	1683907230720
USER	Usuario Estandar	494	START	1683907230720	1683907230720
USER	Usuario Estandar	495	START	1683907230721	1683907230721
USER	Usuario Estandar	493	START	1683907230720	1683907230720
USER	Usuario Estandar	496	START	1683907230721	1683907230721
USER	Usuario Estandar	497	START	1683907230721	1683907230721
USER	Usuario Estandar	499	START	1683907230721	1683907230721
USER	Usuario Estandar	500	START	1683907230721	1683907230721
USER	Usuario Estandar	501	START	1683907230721	1683907230721
USER	Usuario Estandar	502	START	1683907230721	1683907230721
USER	Usuario Estandar	503	START	1683907230721	1683907230721
USER	Usuario Estandar	498	START	1683907230721	1683907230721
USER	Usuario Estandar	504	START	1683907230721	1683907230721
USER	Usuario Estandar	505	START	1683907230721	1683907230721
